Open High Low Close Volume nTrades Value
15661 15661 15660 15660 2437 2 38164857
15660 15660 15642 15642 500 2 7828200
15660 15660 15660 15660 1000 2 15660000
15642 15642 15642 15642 281 1 4395402
15642 15642 15641 15641 2005 3 31360574
15617 15620 15615 15615 20500 6 320130390
15615 15615 15590 15590 2346 4 36620290
15590 15590 15582 15582 400 2 6235200
15582 15582 15582 15582 150 2 2337300
15582 15582 15582 15582 300 3 4674600
15590 15590 15590 15590 80 1 1247200
15582 15582 15582 15582 1000 1 15582000
15582 15582 15582 15582 700 2 10907400
15589 15589 15582 15589 5764 5 89852148
15582 15582 15582 15582 486 1 7572852
15558 15558 15558 15558 1000 3 15558000
15580 15585 15558 15558 600 3 9348230
15585 15589 15585 15589 70 2 1091174
15589 15589 15589 15589 290 1 4520810
15589 15589 15589 15589 3393 2 52893477
15589 15589 15589 15589 500 1 7794500
15590 15590 15589 15589 1150 3 17927422
15598 15598 15598 15598 70 1 1091860
15589 15589 15558 15558 100 2 1556699
15558 15558 15550 15550 5000 6 77755159
15560 15560 15560 15560 170 1 2645200
15560 15560 15560 15560 335 1 5212600
15550 15550 15550 15550 500 1 7775000
15550 15551 15501 15501 11500 10 178436858
15560 15560 15500 15500 6272 5 97225977
15481 15481 15470 15470 16090 4 248924200
15470 15470 15470 15470 2216 1 34281520
15500 15590 15500 15590 5000 8 77657880
15550 15550 15550 15550 1600 2 24880000
15510 15510 15510 15510 9000 1 139590000
15510 15510 15510 15510 2500 1 38775000
15550 15550 15550 15550 400 1 6220000
15550 15550 15550 15550 2000 1 31100000
15550 15550 15510 15510 13200 4 204755560
15510 15568 15510 15568 365 2 5664920
15510 15510 15500 15500 10000 3 155055990
15510 15510 15510 15510 10000 1 155100000
15566 15566 15566 15566 100 1 1556600
15510 15566 15510 15566 4395 2 68170090
15560 15560 15560 15560 2000 1 31120000
15560 15560 15560 15560 838 2 13039280
15540 15540 15540 15540 63 1 979020
15560 15563 15560 15563 9643 4 150073130
15565 15565 15560 15560 7073 5 110083130
15560 15560 15511 15511 2389 3 37123898
15560 15560 15560 15560 1690 3 26296400
15512 15550 15512 15550 995 3 15471870
15560 15560 15560 15560 1000 2 15560000
15512 15560 15511 15560 7341 9 114142170
15550 15560 15550 15560 65 2 1011300
15470 15470 15462 15462 5000 5 77314947
15500 15500 15466 15466 145 2 2244950
15540 15540 15540 15540 66 1 1025640
15500 15540 15540 15540 64 1 994560
15540 15548 15540 15548 5000 5 77722640
15548 15560 15548 15560 25000 10 388824930
15560 15565 15468 15565 25777 15 400033372
15566 15590 15566 15590 14885 13 231758404
15588 15590 15588 15590 14851 5 231514090
15595 15600 15594 15600 33602 25 524157700
15600 15661 15600 15661 40000 14 626101213
15660 15663 15620 15663 21582 8 337977642
15669 15669 15669 15669 844 2 13224636
15664 15664 15663 15663 2335 2 36575022
15660 15660 15659 15659 6000 5 93956000
15659 15660 15605 15605 13900 7 217568500
15654 15654 15654 15654 102 1 1596708
15605 15605 15605 15605 418 1 6522890
15605 15605 15600 15600 44048 9 687153610
15598 15599 15598 15599 439 2 6847561
15572 15572 15572 15572 200 1 3114400
15556 15556 15556 15556 500 1 7778000
15599 15599 15599 15599 100 1 1559900
15556 15556 15502 15502 1000 3 15534200
15554 15554 15554 15554 70 1 1088780
15502 15599 15502 15599 2430 6 37863050
15502 15598 15502 15598 1617 5 25139694
15597 15597 15502 15590 1785 7 27723506
15502 15586 15502 15586 1100 4 17060600
15502 15578 15502 15578 5163 5 80041766
15503 15574 15503 15574 970 2 15042880
15505 15505 15504 15504 5200 3 80622090
15570 15570 15570 15570 65 1 1012050
15510 15510 15507 15507 280 2 4342200
15568 15576 15568 15576 5000 5 77848010
15510 15569 15508 15569 7719 10 119832991
15568 15600 15568 15600 10000 13 155860411
15510 15558 15510 15558 3080 5 47870640
15550 15550 15508 15550 8627 8 133983236
15510 15556 15510 15550 9553 4 148172620
15510 15556 15510 15556 5384 3 83508830
15510 15558 15510 15558 18000 16 279517320
15416 15416 15415 15415 302 2 4655480
15645 15645 15645 15645 66 1 1032570
15600 15600 15600 15600 2494 4 38906400
15600 15600 15600 15600 2506 1 39093600
15420 15420 15420 15420 100 1 1542000
15579 15579 15579 15579 100 1 1557900
15420 15420 15420 15420 3000 1 46260000
15540 15540 15540 15540 68 1 1056720
15500 15500 15500 15500 900 1 13950000
15530 15530 15530 15530 68 1 1056040
15530 15540 15530 15540 134 2 2081040
15502 15502 15430 15430 400 4 6200124
15540 15540 15540 15540 69 1 1072260
15431 15431 15431 15431 200 1 3086200
15530 15530 15530 15530 70 1 1087100
15530 15699 15530 15699 5e+05 40 7842312429
15690 15690 15690 15690 5000 5 78450000
15500 15500 15500 15500 500 1 7750000
15486 15600 15486 15600 104 4 1612186
15599 15599 15599 15599 100 1 1559900
15492 15492 15490 15490 706 3 10936345
15600 15600 15600 15600 65 1 1014000
15599 15599 15599 15599 200 1 3119800
15491 15491 15491 15491 250 1 3872750
15492 15600 15492 15600 997 2 15452436
15600 15600 15600 15600 316 2 4929600
15504 15504 15503 15503 300 2 4651000
15503 15503 15503 15503 1000 2 15503000
15503 15503 15503 15503 500 1 7751500
15596 15596 15596 15596 66 1 1029336
15510 15510 15510 15510 70 1 1085700
15596 15596 15596 15596 70 1 1091720
15511 15511 15511 15511 200 1 3102200
15580 15580 15580 15580 81 1 1261980
15512 15512 15512 15512 300 1 4653600
15512 15512 15512 15512 548 1 8500576
15512 15512 15510 15510 2140 6 33193350
15510 15510 15503 15503 1810 6 28069030
15580 15580 15503 15503 569 2 8826520
15580 15580 15580 15580 100 1 1558000
15511 15580 15510 15580 1067 3 16553961
15510 15510 15510 15510 80 1 1240800
15510 15570 15510 15570 770 2 11946900
15570 15580 15570 15580 132 2 2055260
15510 15510 15500 15500 11306 13 175320560
15481 15481 15481 15481 1000 2 15481000
15480 15480 15480 15480 144 1 2229120
15461 15480 15460 15480 6215 3 96095140
15471 15471 15471 15471 2000 1 30942000
15471 15480 15471 15480 1074 2 16616520
15480 15480 15480 15480 97 1 1501560
15480 15481 15480 15481 1873 2 28994540
15495 15500 15495 15500 797 3 12350000
15500 15500 15500 15500 41597 2 644753500
15500 15570 15500 15570 3550 3 55032560
15500 15500 15500 15500 200 1 3100000
15500 15500 15500 15500 4800 1 74400000
15570 15570 15570 15570 67 1 1043190
15500 15500 15500 15500 15000 2 232500000
15500 15569 15500 15569 1102 3 17086638
15500 15500 15500 15500 34003 2 527046500
15499 15499 15499 15499 100 1 1549900
15500 15500 15500 15500 15000 1 232500000
15500 15500 15500 15500 7498 3 116219000
15500 15500 15500 15500 27502 1 426281000
15496 15496 15496 15496 1259 2 19509464
15496 15496 15494 15494 62390 4 966695282
15490 15490 15490 15490 1000 1 15490000
15480 15480 15480 15480 100 2 1548000
15480 15480 15480 15480 1000 1 15480000
15480 15480 15480 15480 1000 1 15480000
15489 15489 15480 15480 1200 2 18577800
15489 15489 15488 15488 1822 4 28220821
15480 15480 15480 15480 480 1 7430400
15479 15479 15479 15479 100 1 1547900
15478 15478 15470 15470 2800 3 43337480
15470 15470 15470 15470 206 1 3186820
15458 15458 15458 15458 629 1 9723082
15460 15460 15458 15458 2000 2 30917600
15458 15470 15458 15470 1015 3 15701450
15462 15462 15462 15462 327 1 5056074
15470 15470 15470 15470 5031 2 77829570
15470 15470 15462 15462 5000 2 77336952
15463 15464 15463 15463 5000 3 77315354
15463 15463 15463 15463 3640 3 56285320
15463 15463 15463 15463 793 1 12262159
15463 15463 15462 15462 10921 4 168861423
15462 15462 15462 15462 79 1 1221498
15463 15463 15462 15462 3011 2 46557093
15463 15463 15462 15463 1588 4 24554145
15463 15463 15463 15463 1400 5 21648200
15474 15474 15474 15474 25 1 386850
15474 15474 15474 15474 100 1 1547400
15474 15474 15463 15463 7100 7 109790995
15464 15464 15410 15410 76493 28 1181091781
15410 15475 15400 15475 42304 17 652270422
15475 15600 15475 15600 87 2 1354825
15475 15475 15475 15475 110 1 1702250
15401 15401 15350 15350 154 3 2371244
15350 15390 15350 15390 193 2 2969630
15390 15390 15390 15390 647 1 9957330
15390 15499 15390 15499 4166 3 64122152
15393 15393 15393 15393 10 1 153930
15393 15393 15393 15393 5 1 76965
15498 15498 15400 15400 110 2 1703800
15401 15401 15400 15400 6340 4 97639800
15480 15480 15401 15401 235 3 3632665
15410 15469 15400 15400 12873 8 198319027
15400 15400 15400 15400 300 1 4620000
15400 15400 15400 15400 432 1 6652800
15400 15400 15400 15400 1000 1 15400000
15400 15400 15400 15400 150 1 2310000
15400 15410 15400 15410 4963 4 76432100
15411 15411 15411 15411 100 1 1541100
15420 15420 15420 15420 1000 1 15420000
15411 15411 15400 15400 3555 2 54749310
15394 15394 15394 15394 500 1 7697000
15393 15393 15392 15392 2775 7 42714925
15393 15393 15393 15393 50 1 769650
15393 15393 15392 15392 20 2 307856
15392 15392 15392 15392 300 1 4617600
15400 15400 15392 15400 1476 3 22730320
15392 15392 15392 15392 10 1 153920
15400 15400 15400 15400 64 1 985600
15400 15400 15400 15400 402 1 6190800
15399 15399 15399 15399 100 1 1539900
15392 15392 15300 15300 13245 19 202946749
15250 15250 15250 15250 10 1 152500
15390 15390 15390 15390 64 1 984960
15301 15301 15301 15301 100 1 1530100
15301 15301 15300 15300 2880 3 44064900
15390 15390 15301 15301 3200 3 49230200
15380 15380 15380 15380 1000 1 15380000
15390 15398 15380 15398 7634 4 117512920
15398 15398 15300 15300 20486 5 315425080
15400 15449 15400 15449 13009 8 200433268
15450 15460 15450 15460 7689 4 118817950
15466 15477 15466 15477 2160 2 33408320
15496 15497 15477 15477 4440 5 68799880
15460 15460 15450 15450 1200 3 18540100
15477 15495 15477 15495 2760 3 42761520
15494 15495 15494 15495 2500 2 38737375
15495 15495 15495 15495 541 2 8382795
15495 15495 15495 15495 4740 4 73446300
15495 15495 15495 15495 1500 2 23242500
15460 15460 15460 15460 65 1 1004900
15460 15460 15460 15460 2000 1 30920000
15460 15460 15460 15460 470 1 7266200
15460 15460 15460 15460 17530 2 271013800
15451 15451 15450 15450 165 2 2549315
15310 15310 15310 15310 10 1 153100
15450 15450 15450 15450 62 1 957900
15450 15450 15450 15450 1814 5 28026300
15400 15400 15400 15400 129 1 1986600
15314 15314 15314 15314 10 1 153140
15380 15399 15380 15399 72 2 1107398
15314 15314 15314 15314 135 2 2067390
15399 15399 15399 15399 68 1 1047132
15315 15315 15315 15315 15 2 229725
15389 15389 15389 15389 65 1 1000285
15315 15315 15313 15313 335 5 5130125
15389 15389 15389 15389 65 1 1000285
15313 15313 15313 15313 10 1 153130
15388 15388 15388 15388 64 1 984832
15321 15321 15321 15321 190 2 2910990
15321 15385 15320 15320 935 3 14327400
15320 15320 15320 15320 4129 2 63256280
15319 15319 15312 15312 610 3 9341460
15312 15312 15311 15311 341 3 5221122
15311 15311 15311 15311 60 1 918660
15310 15320 15300 15320 689 7 10545595
15300 15300 15300 15300 800 3 12240000
15260 15260 15260 15260 10 1 152600
15261 15261 15250 15250 9936 15 151568624
15299 15299 15299 15299 64 1 979136
15253 15253 15252 15252 460 4 7016355
15298 15298 15298 15298 64 1 979072
15262 15262 15252 15252 3915 7 59723580
15250 15250 15240 15245 11887 12 181213620
15245 15245 15240 15240 5130 6 78181850
15215 15245 15215 15245 81 2 1234545
15216 15245 15216 15245 5065 3 77070925
15230 15245 15230 15245 665 2 10128925
15245 15296 15245 15296 1550 2 23633320
15245 15245 15245 15245 1000 1 15245000
15245 15245 15245 15245 1000 1 15245000
15294 15294 15294 15294 65 1 994110
15251 15251 15250 15250 3935 6 60008850
15250 15250 15250 15250 200 1 3050000
15250 15280 15250 15280 2365 4 36068200
15280 15280 15280 15280 1100 3 16808000
15280 15280 15280 15280 200 1 3056000
15253 15253 15251 15251 3930 6 59936900
15279 15279 15251 15279 760 4 11594400
15251 15279 15251 15279 937 2 14292147
15278 15279 15251 15279 11730 6 178945049
15280 15294 15280 15294 1398 3 21362322
15280 15294 15279 15279 2080 5 31780617
15279 15279 15279 15279 1000 1 15279000
15294 15294 15294 15294 65 1 994110
15279 15279 15279 15279 1540 3 23529660
15294 15295 15294 15295 10000 2 152948785
15280 15295 15280 15295 4685 2 71646800
15295 15295 15295 15295 100 1 1529500
15295 15295 15295 15295 900 1 13765500
15295 15295 15281 15281 1889 2 28890575
15281 15281 15251 15251 68178 7 1041701143
15294 15300 15294 15300 7527 6 115126120
15340 15340 15340 15340 70 1 1073800
15301 15301 15300 15300 1000 2 15300077
15340 15340 15300 15340 160 3 2453200
15300 15340 15300 15300 4112 4 62916200
15300 15300 15300 15300 3286 5 50275800
15340 15340 15301 15301 5300 7 81098035
15301 15301 15270 15270 30067 9 459751889
15270 15271 15270 15271 8711 4 133024681
15271 15271 15150 15250 182003 36 2774885567
15260 15400 15260 15400 90 2 1383200
15300 15400 15300 15400 1738 4 26597700
15300 15400 15300 15400 1388 3 21242700
15290 15290 15290 15290 80 1 1223200
15260 15260 15260 15260 156 1 2380560
15290 15290 15250 15250 358 5 5462540
15290 15290 15290 15290 63 1 963270
15250 15250 15250 15250 2005 2 30576250
15290 15398 15290 15398 2087 4 32049930
15250 15398 15250 15398 320 2 4890360
15397 15398 15397 15398 151 2 2324948
15395 15397 15395 15397 1000 2 15396270
15397 15397 15397 15397 2000 1 30794000
15397 15398 15397 15398 391 2 6020228
15398 15398 15398 15398 322 1 4958156
15330 15330 15320 15320 100 2 1532700
15398 15398 15398 15398 70 1 1077860
15340 15392 15340 15392 140 3 2148120
15392 15392 15392 15392 70 1 1077440
15340 15340 15340 15340 70 1 1073800
15388 15388 15388 15388 70 1 1077160
15340 15340 15340 15340 70 1 1073800
15330 15330 15330 15330 70 1 1073100
15320 15320 15320 15320 72 1 1103040
15310 15310 15310 15310 80 1 1224800
15300 15300 15300 15300 781 3 11949300
15300 15300 15300 15300 289 1 4421700
15300 15300 15280 15280 661 2 10112160
15300 15300 15300 15300 70 1 1071000
15300 15300 15300 15300 338 2 5171400
15290 15290 15290 15290 70 1 1070300
15280 15280 15280 15280 23 1 351440
15279 15279 15279 15279 65 1 993135
15279 15280 15279 15280 3912 2 59773425
15290 15290 15290 15290 70 1 1070300
15282 15290 15280 15280 2570 6 39270510
15280 15290 15280 15280 1450 3 22156700
15291 15300 15280 15280 2155 5 32950150
15300 15300 15280 15300 1170 4 17882400
15290 15290 15290 15290 100 1 1529000
15280 15290 15280 15290 182 2 2781660
15280 15280 15280 15280 300 1 4584000
15290 15290 15290 15290 70 1 1070300
15290 15290 15260 15290 3095 5 47236670
15260 15260 15260 15260 1000 1 15260000
15280 15280 15260 15260 2110 3 32200800
15290 15290 15290 15290 65 1 993850
15261 15261 15260 15260 1390 2 21211600
15260 15260 15260 15260 1600 1 24416000
15280 15280 15280 15280 100 1 1528000
15260 15280 15260 15280 2100 2 32048000
15280 15300 15280 15300 17146 13 262284817
15309 15310 15300 15300 918 3 14046039
15300 15300 15300 15300 100 1 1530000
15300 15300 15300 15300 66 1 1009800
15260 15260 15260 15260 250 1 3815000
15260 15260 15260 15260 2101 3 32061260
15260 15298 15260 15260 2802 6 42762296
15260 15260 15260 15260 1000 1 15260000
15296 15296 15296 15296 68 1 1040128
15296 15297 15296 15297 65 2 994273
15265 15265 15260 15260 5000 5 76301827
15260 15260 15260 15260 7000 3 106820000
15260 15295 15260 15295 1567 3 23914765
15260 15260 15260 15260 5000 3 76300000
15290 15295 15260 15260 10072 3 153700895
15260 15261 15260 15260 9618 4 146771006
15260 15297 15260 15297 142 2 2166994
15270 15270 15270 15270 392 1 5985840
15260 15260 15251 15251 233 3 3555553
15260 15296 15260 15296 272 2 4150792
15252 15252 15250 15250 3804 7 58012697
15241 15241 15241 15241 400 3 6096400
15249 15249 15249 15249 100 1 1524900
15241 15241 15241 15241 500 1 7620500
15242 15242 15241 15241 494 3 7529154
15248 15248 15240 15240 265 5 4039312
15240 15240 15205 15205 88 2 1341085
15238 15241 15238 15241 137 2 2087609
15205 15205 15202 15202 3000 3 45606657
15202 15202 15200 15200 935 6 14212722
15156 15156 15156 15156 890 2 13488840
15200 15200 15200 15200 65 1 988000
15162 15162 15150 15150 5000 15 75769059
15150 15198 15150 15198 51 2 772698
15150 15150 15150 15150 432 2 6544800
15189 15189 15189 15189 3900 1 59237100
15106 15106 15104 15104 4000 3 60419695
15105 15105 15104 15104 1000 3 15104498
15111 15111 15111 15111 100 1 1511100
15111 15115 15104 15104 1898 4 28677615
15106 15106 15106 15106 1 1 15106
15170 15170 15170 15170 64 1 970880
15107 15107 15000 15000 50000 41 753451786
15106 15170 15106 15170 280 3 4229744
15150 15150 15004 15004 374 4 5627645
15005 15005 15005 15005 1000 3 15005000
15129 15130 15120 15120 990 3 14969615
15120 15120 15120 15120 67 1 1013040
15120 15120 15120 15120 623 8 9419760
15027 15100 15025 15100 1361 10 20478575
15030 15030 15030 15030 2000 1 30060000
15100 15100 15100 15100 66 1 996600
15069 15150 15033 15150 3619 8 54526740
15030 15030 15030 15030 50 1 751500
15150 15150 15150 15150 1070 2 16210500
15150 15150 15150 15150 600 2 9090000
15150 15150 15150 15150 330 2 4999500
15160 15160 15160 15160 68 1 1030880
15052 15160 15052 15160 492 2 7412604
15052 15052 15052 15052 800 1 12041600
15160 15160 15052 15052 267 2 4026120
15160 15160 15160 15160 70 1 1061200
15100 15160 15159 15160 72 2 1091450
15060 15056 15056 15056 500 1 7528000
15060 15155 15060 15155 565 2 8515075
15065 15066 15065 15066 1701 2 25627265
15144 15144 15144 15144 64 1 969216
15070 15070 15066 15066 280 3 4219037
15066 15066 15066 15066 3000 2 45198000
15066 15066 15000 15000 11985 25 180058277
15000 15000 14999 14999 200 2 2999900
15000 15000 14980 15000 9253 7 138754850
14980 15000 14980 15000 2100 5 31480000
15000 15129 15000 15129 1048 2 15734319
15129 15129 15129 15129 1100 2 16641900
15003 15003 15003 15003 1350 1 20254050
15099 15099 15099 15099 70 1 1056930
15004 15004 15000 15000 24935 15 374045290
14989 14989 14981 14981 1000 3 14982600
14981 14981 14981 14981 1000 1 14981000
15070 15070 15070 15070 77 2 1160390
15000 15000 15000 15000 100 1 1500000
15000 15055 15000 15055 65 2 975825
14986 14986 14982 14982 645 5 9664270
14986 15054 14986 15054 220 2 3297260
15044 15044 15044 15044 240 1 3610560
15044 15044 15044 15044 150 1 2256600
15014 15014 15014 15014 1000 1 15014000
15000 15000 14984 14984 272 3 4077280
14984 14984 14984 14984 42 1 629328
15000 15000 15000 15000 300 1 4500000
14987 14987 14980 14980 10000 16 149812799
14981 14981 14980 14980 2669 2 39982620
14980 14980 14980 14980 50000 5 7.49e+08
14980 15000 14980 14980 4400 4 65921500
14980 14980 14980 14980 4375 5 65537500
14950 14950 14950 14950 50 1 747500
14950 14950 14940 14940 1311 4 19599350
14940 14950 14940 14950 364 3 5438800
14904 14904 14900 14900 11025 12 164276628
14895 14896 14893 14893 3333 5 49645468
14858 14858 14800 14800 16143 17 239012260
14800 14800 14800 14800 66 1 976800
14800 14800 14800 14800 1034 4 15303200
14800 14830 14800 14830 2966 3 43971800
14800 14801 14800 14800 3021 7 44711180
14830 14830 14830 14830 4725 3 70071750
14830 14830 14830 14830 10775 5 159793250
14885 14885 14830 14884 2134 3 31654526
14884 14884 14884 14884 100 1 1488400
14884 14885 14884 14885 1996 4 29709894
14948 14948 14948 14948 161 2 2406628
14948 14948 14948 14948 139 1 2077772
14950 14950 14950 14950 2553 6 38167350
14950 14950 14950 14950 3998 3 59770100
14950 14980 14950 14980 2449 3 36614500
14980 14999 14980 14999 962 4 14411798
14999 15000 14999 15000 12483 15 187235517
15000 15000 14999 15000 2727 6 40904999
15000 15053 15000 15053 1268 8 19036966
15053 15060 15053 15060 5331 9 80275381
15060 15060 15055 15060 3970 3 59788165
15055 15070 15055 15070 5066 8 76320810
15070 15099 15070 15099 8029 12 121119622
15070 15070 15070 15070 40 1 602800
15099 15099 15099 15099 64 1 966336
15070 15070 15070 15070 1 1 15070
15070 15070 15000 15000 1702 6 25533730
14950 15000 14950 15000 171 2 2559650
14950 14950 14950 14950 55 1 822250
15000 15076 15000 15076 22564 6 339343728
15099 15099 15099 15099 68 1 1026732
15020 15020 15020 15020 500 1 7510000
15099 15099 15099 15099 80 1 1207920
15020 15020 15020 15020 30 1 450600
15099 15099 15099 15099 64 1 966336
15022 15098 15022 15098 66 2 996392
15022 15022 15022 15022 1 1 15022
15098 15098 15020 15020 165 5 2483488
15098 15098 15020 15020 40064 4 601766272
15020 15020 15020 15020 100 1 1502000
15020 15020 15020 15020 4011 2 60245220
15097 15098 15097 15098 102 2 1539896
15020 15098 15020 15098 2142 5 32180696
15050 15085 15050 15085 500 2 7528500
15006 15006 15006 15006 2 2 30012
15050 15050 15050 15050 64 1 963200
15007 15007 15000 15000 1e+05 9 1500043320
15050 15050 15050 15050 66 1 993300
15001 15001 15001 15001 350 1 5250350
15000 15000 15000 15000 5500 2 82500000
15000 15049 15000 15049 282 3 4230348
15001 15001 15000 15000 40066 7 600993000
15000 15000 15000 15000 9228 13 138420000
15000 15001 15000 15001 1068 2 16020068
15000 15000 15000 15000 20000 3 3e+08
15000 15000 15000 15000 1059 2 15885000
15000 15000 15000 15000 69 2 1035000
15000 15000 15000 15000 600 1 9e+06
14960 15000 14960 15000 15941 6 239114960
14970 14970 14960 14960 500 2 7480900
15000 15000 15000 15000 8000 3 1.2e+08
14998 15000 14998 15000 31597 11 473929566
14961 14961 14961 14961 400 2 5984400
14963 15000 14963 15000 10506 7 157467641
15000 15000 15000 15000 100 1 1500000
14963 15000 14963 15000 635 5 9506500
14995 15000 14995 15000 4452 4 66770500
15000 15001 15000 15001 631 5 9465531
15001 15001 15001 15001 470 1 7050470
15000 15000 15000 15000 2000 1 3e+07
15000 15006 15000 15006 1265 4 18975390
15000 15000 15000 15000 3000 1 4.5e+07
15000 15000 15000 15000 7765 3 116475000
15000 15000 15000 15000 2596 1 38940000
14988 15000 14970 15000 24258 9 363810303
14970 15000 14970 15000 600 2 8997000
15010 15020 15010 15020 65 2 975850
15000 15020 15000 15020 1070 5 16051400
14803 15000 14803 15000 370 4 5490900
14901 14999 14901 14999 405 3 6041765
14901 14901 14901 14901 3490 1 52004490
14902 14902 14902 14902 1176 3 17524752
14989 14989 14901 14989 10330 5 153939520
14989 15000 14989 15000 9201 5 137950430
15000 15000 15000 15000 1785 3 26775000
15025 15025 15025 15025 65 1 976625
14910 14910 14910 14910 930 1 13866300
14910 14910 14910 14910 170 2 2534700
15010 15010 15010 15010 65 1 975650
15000 15000 15000 15000 9750 1 146250000
14910 14910 14905 14905 1000 3 14909294
14999 14999 14999 14999 258 2 3869742
14999 15010 14999 15010 8841 13 132615178
14999 15000 14906 14906 23700 3 355396000
15000 15000 15000 15000 1935 1 29025000
14906 14906 14906 14906 990 1 14756940
15000 15100 15000 15100 6693 21 100829440
15000 15000 15000 15000 1000 1 1.5e+07
14907 14907 14907 14907 1 1 14907
15090 15090 15090 15090 65 1 980850
15089 15089 15089 15089 1000 1 15089000
15088 15089 15088 15089 1000 2 15088900
14920 14920 14905 14905 1606 10 23950055
15020 15020 15020 15020 65 1 976300
14905 14905 14904 14904 1728 4 25755428
15000 15000 15000 15000 500 1 7500000
14999 15000 14999 15000 16500 4 247494000
15000 15000 15000 15000 10000 1 1.5e+08
15000 15000 15000 15000 3130 4 46950000
15000 15000 15000 15000 1000 1 1.5e+07
15000 15000 14999 15000 53950 5 809249400
15000 15000 15000 15000 2500 1 37500000
14906 14906 14905 14905 128 2 1907910
14905 15000 14905 15000 30900 6 463466750
15000 15000 15000 15000 256 1 3840000
15001 15001 15001 15001 200 1 3000200
15000 15000 15000 15000 113 2 1695000
15000 15000 15000 15000 39887 1 598305000
14999 15000 14999 15000 16296 4 244438300
14950 14950 14950 14950 100 1 1495000
15000 15000 15000 15000 565 2 8475000
15000 15000 15000 15000 3119 2 46785000
15000 15000 15000 15000 132 1 1980000
15000 15000 15000 15000 385 1 5775000
14999 15000 14999 15000 50000 8 749995000
14950 14950 14911 14911 100 2 1492348
15000 15000 15000 15000 400 1 6e+06
14999 14999 14999 14999 1000 2 14999000
14920 14920 14905 14905 871 4 12988775
14905 14905 14905 14905 100 1 1490500
14904 14904 14900 14900 16193 11 241303997
14900 14900 14890 14890 2933 6 43691000
14890 14890 14890 14890 1350 1 20101500
14890 14890 14890 14890 173 1 2575970
14889 15000 14889 15000 50000 14 748569976
14999 15000 14999 15000 46575 9 698621200
14860 14860 14860 14860 1000 1 14860000
14989 15000 14989 15000 7050 10 105734350
15000 15000 15000 15000 10101 3 151515000
14998 15000 14998 15000 50000 7 749974000
14999 15000 14999 15000 26736 8 401039900
15000 15000 15000 15000 4500 4 67500000
15001 15001 15001 15001 10000 1 150010000
14951 15000 14951 15000 1237 3 18543387
15000 15000 15000 15000 298 2 4470000
14925 15000 14925 14925 11241 5 168607425
14925 14925 14913 14913 1000 3 14916948
14915 14915 14915 14915 350 1 5220250
14916 14916 14915 14915 200 2 2983130
14997 15000 14997 15000 26770 4 401495690
15000 15000 15000 15000 1100 2 16500000
14990 15000 14990 15000 13621 6 204255990
15000 15000 15000 15000 762 2 11430000
15001 15001 15001 15001 2000 2 30002000
15000 15000 15000 15000 1000 2 1.5e+07
15000 15000 15000 15000 2000 2 3e+07
15000 15000 15000 15000 1210 2 18150000
15000 15001 15000 15001 2700 4 40501500
15009 15009 15009 15009 590 2 8855310
15000 15000 15000 15000 530 1 7950000
14930 14930 14930 14930 300 1 4479000
14930 15000 14930 15000 11298 3 169400000
15000 15000 15000 15000 250 1 3750000
14999 15000 14999 15000 31148 7 467218000
15000 15000 15000 15000 20000 3 3e+08
15000 15000 15000 15000 1400 2 2.1e+07
14999 15000 14999 15000 21203 4 318041797
15000 15000 15000 15000 10000 1 1.5e+08
14934 15000 14933 15000 27989 7 419799885
14933 14933 14930 14930 1000 5 14930330
14930 14930 14930 14930 1736 2 25918480
14999 15000 14999 15000 35156 6 527339059
14999 15000 14999 15000 2441 3 36614559
15000 15000 15000 15000 1010 2 15150000
15000 15000 15000 15000 1485 3 22275000
15000 15000 15000 15000 4829 5 72435000
15000 15000 14934 14934 4848 4 72603378
14935 15000 14935 15000 7189 8 107692215
15000 15000 15000 15000 14211 6 213165000
14937 14937 14937 14937 1 1 14937
14937 14937 14937 14937 1 1 14937
14937 14937 14937 14937 498 1 7438626
14901 14901 14900 14900 980 3 14602144
14900 14900 14900 14900 239 2 3561100
14870 14870 14860 14860 399 2 5930140
14860 14860 14860 14860 1361 2 20224460
14860 14860 14860 14860 1000 2 14860000
14860 14860 14860 14860 500 2 7430000
14855 14855 14855 14855 225 2 3342375
14899 14900 14899 14900 3900 6 58107900
14855 14855 14855 14855 200 1 2971000
14910 14910 14910 14910 100 1 1491000
14855 14855 14855 14855 500 2 7427500
14929 14929 14929 14929 68 1 1015172
14857 14857 14857 14857 111 1 1649127
14860 14860 14860 14860 1008 4 14978880
14860 14860 14857 14857 500 3 7428876
14900 14910 14900 14910 135 2 2011550
14858 14858 14858 14858 100 1 1485800
14858 14858 14858 14858 100 1 1485800
14858 14858 14858 14858 70 1 1040060
14857 14857 14857 14857 8000 4 118856000
14858 14858 14858 14858 30 1 445740
14857 14857 14855 14855 2000 7 29712428
14855 14855 14855 14855 248 1 3684040
14855 14855 14852 14852 11000 7 163388191
14896 14898 14896 14898 2000 4 29793280
14852 14852 14850 14850 2264 4 33622195
14840 14840 14830 14830 1000 2 14835000
14830 14830 14820 14820 1000 2 14828000
14850 14850 14850 14850 65 1 965250
14850 14850 14850 14850 3350 2 49747500
14817 14817 14817 14817 420 1 6223140
14818 14818 14818 14818 200 1 2963600
14818 14818 14818 14818 3000 4 44454000
14818 14818 14818 14818 1000 2 14818000
